activation_bits,bits,block_size,codebook,compute_interpretation,cosine,element_format,layer_index,levels,method,mxfp4_group_size,original_finite_ratio,original_inf_count,original_kurtosis,original_max_mean_ratio,original_mean,original_nan_count,original_numel,original_outlier_ratio_3sigma,original_std,quantizer_type,relative_mse,rotated_finite_ratio,rotated_inf_count,rotated_kurtosis,rotated_max_mean_ratio,rotated_mean,rotated_nan_count,rotated_numel,rotated_outlier_ratio_3sigma,rotated_std,rotation,rotation_backend,rotation_seed,scale_count,scale_format,scale_granularity,site,sqnr_db
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9940468072891235,E2M1,0,,mxfp4,32,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,mxfp4_e2m1_fake_quant,0.012929882854223251,1.0,0,10.889052391052246,12.742881774902344,8.115041055134498e-06,0,1048576,0.03425407409667969,0.08895434439182281,none,none,,32768,E8M0_like_power2,group_power2,attn_input,18.88405418395996
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9946656227111816,E2M1,0,,rot_mxfp4,32,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,mxfp4_e2m1_fake_quant,0.011834225617349148,1.0,0,10.889052391052246,12.742881774902344,8.115041055134498e-06,0,1048576,0.03425407409667969,0.08895434439182281,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,attn_input,19.26860237121582
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9968481659889221,,0,16,rot_lm,,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,non-uniform codebook,0.007415734231472015,1.0,0,10.889052391052246,12.742881774902344,8.115041055134498e-06,0,1048576,0.03425407409667969,0.08895434439182281,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,21.298458099365234
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9811345934867859,,0,8,rot_lm,,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,non-uniform codebook,0.03844904154539108,1.0,0,10.889052391052246,12.742881774902344,8.115041055134498e-06,0,1048576,0.03425407409667969,0.08895434439182281,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,14.151144981384277
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9890280365943909,E2M1,0,,mxfp4,32,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,mxfp4_e2m1_fake_quant,0.02246028557419777,1.0,0,14.617274284362793,17.535112380981445,-0.009309976361691952,0,1048576,0.02788066864013672,0.4745759069919586,none,none,,32768,E8M0_like_power2,group_power2,q_proj_out,16.48584747314453
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9938475489616394,E2M1,0,,rot_mxfp4,32,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,mxfp4_e2m1_fake_quant,0.012558759190142155,1.0,0,14.617274284362793,17.535112380981445,-0.009309976361691952,0,1048576,0.02788066864013672,0.4745759069919586,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,q_proj_out,19.01053237915039
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9955265522003174,,0,16,rot_lm,,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,non-uniform codebook,0.009275650605559349,1.0,0,14.617274284362793,17.535112380981445,-0.009309976361691952,0,1048576,0.02788066864013672,0.4745759069919586,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,20.326555252075195
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9824503064155579,,0,8,rot_lm,,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,non-uniform codebook,0.0351233072578907,1.0,0,14.617274284362793,17.535112380981445,-0.009309976361691952,0,1048576,0.02788066864013672,0.4745759069919586,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,14.544046401977539
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.990007758140564,E2M1,0,,mxfp4,32,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,mxfp4_e2m1_fake_quant,0.020126059651374817,1.0,0,5.439600467681885,7.44835901260376,-0.07291337102651596,0,131072,0.01324462890625,1.3191990852355957,none,none,,4096,E8M0_like_power2,group_power2,k_proj_out,16.962411880493164
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9934152960777283,E2M1,0,,rot_mxfp4,32,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,mxfp4_e2m1_fake_quant,0.013183915987610817,1.0,0,5.439600467681885,7.44835901260376,-0.07291337102651596,0,131072,0.01324462890625,1.3191990852355957,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,k_proj_out,18.7995548248291
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.995594322681427,,0,16,rot_lm,,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,non-uniform codebook,0.008813617751002312,1.0,0,5.439600467681885,7.44835901260376,-0.07291337102651596,0,131072,0.01324462890625,1.3191990852355957,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,20.548458099365234
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9850690364837646,,0,8,rot_lm,,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,non-uniform codebook,0.029755130410194397,1.0,0,5.439600467681885,7.44835901260376,-0.07291337102651596,0,131072,0.01324462890625,1.3191990852355957,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,15.264381408691406
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9880917072296143,E2M1,0,,mxfp4,32,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,mxfp4_e2m1_fake_quant,0.02375303953886032,1.0,0,4.539132595062256,7.7530646324157715,6.686401320621371e-05,0,131072,0.01312255859375,0.012889605946838856,none,none,,4096,E8M0_like_power2,group_power2,v_proj_out,16.242807388305664
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9935646057128906,E2M1,0,,rot_mxfp4,32,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,mxfp4_e2m1_fake_quant,0.012921939603984356,1.0,0,4.539132595062256,7.7530646324157715,6.686401320621371e-05,0,131072,0.01312255859375,0.012889605946838856,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,v_proj_out,18.886722564697266
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9956169128417969,,0,16,rot_lm,,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,non-uniform codebook,0.008758384734392166,1.0,0,4.539132595062256,7.7530646324157715,6.686401320621371e-05,0,131072,0.01312255859375,0.012889605946838856,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,20.575759887695312
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9838245511054993,,0,8,rot_lm,,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,non-uniform codebook,0.03215303272008896,1.0,0,4.539132595062256,7.7530646324157715,6.686401320621371e-05,0,131072,0.01312255859375,0.012889605946838856,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,14.927780151367188
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9884313941001892,E2M1,0,,mxfp4,32,1.0,0,85.74452209472656,66.85336303710938,4.9797832616604865e-05,0,1048576,0.009524345397949219,0.061186548322439194,mxfp4_e2m1_fake_quant,0.023354481905698776,1.0,0,3.770038604736328,9.38775634765625,0.000734828703571111,0,1048576,0.006500244140625,0.06118219345808029,none,none,,32768,E8M0_like_power2,group_power2,ffn_input,16.31629753112793
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9936345219612122,E2M1,0,,rot_mxfp4,32,1.0,0,85.74452209472656,66.85336303710938,4.9797832616604865e-05,0,1048576,0.009524345397949219,0.061186548322439194,mxfp4_e2m1_fake_quant,0.012908798642456532,1.0,0,3.770038604736328,9.38775634765625,0.000734828703571111,0,1048576,0.006500244140625,0.06118219345808029,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,ffn_input,18.891141891479492
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9956533312797546,,0,16,rot_lm,,1.0,0,85.74452209472656,66.85336303710938,4.9797832616604865e-05,0,1048576,0.009524345397949219,0.061186548322439194,non-uniform codebook,0.008859651163220406,1.0,0,3.770038604736328,9.38775634765625,0.000734828703571111,0,1048576,0.006500244140625,0.06118219345808029,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_input,20.525835037231445
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9839950799942017,,0,8,rot_lm,,1.0,0,85.74452209472656,66.85336303710938,4.9797832616604865e-05,0,1048576,0.009524345397949219,0.061186548322439194,non-uniform codebook,0.03200943395495415,1.0,0,3.770038604736328,9.38775634765625,0.000734828703571111,0,1048576,0.006500244140625,0.06118219345808029,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_input,14.947219848632812
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9921050071716309,E2M1,0,,mxfp4,32,1.0,0,3104.332763671875,526.7015991210938,3.222845771233551e-05,0,2883584,0.00659318407997489,0.0031951419077813625,mxfp4_e2m1_fake_quant,0.018960624933242798,1.0,0,30.835290908813477,37.71726608276367,4.6808895604044665e-06,0,2883584,0.017736954614520073,0.0031952967401593924,none,none,,90112,E8M0_like_power2,group_power2,ffn_intermediate,17.221473693847656
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9950606822967529,E2M1,0,,rot_mxfp4,32,1.0,0,3104.332763671875,526.7015991210938,3.222845771233551e-05,0,2883584,0.00659318407997489,0.0031951419077813625,mxfp4_e2m1_fake_quant,0.011915263719856739,1.0,0,30.835290908813477,37.71726608276367,4.6808895604044665e-06,0,2883584,0.017736954614520073,0.0031952967401593924,block_hadamard_last_dim,hadamard,11,90112,E8M0_like_power2,group_power2,ffn_intermediate,19.238964080810547
