site,method,bits,relative_mse,cosine,sqnr_db
attn_input,mxfp4,4,0.02605531034483151,0.9871657030148939,15.91300088709051
attn_input,rot_lm,3,0.032011283646253025,0.9843300770629536,14.981836362318559
attn_input,rot_lm,4,0.008170392914590511,0.9960796236991882,20.901349154385652
attn_input,rot_mxfp4,4,0.012214571872556751,0.9943221319805492,19.136832237243652
ffn_input,mxfp4,4,0.01575447271832011,0.9921427992257205,18.05105616829612
ffn_input,rot_lm,3,0.03207738909193061,0.9838995608416471,14.93824763731523
ffn_input,rot_lm,4,0.008839517281475391,0.9956200285391374,20.535899075594816
ffn_input,rot_mxfp4,4,0.013440286232666536,0.9937746606089852,18.716824531555176
ffn_intermediate,mxfp4,4,0.02299892648377202,0.990630260922692,16.42979552529075
ffn_intermediate,rot_lm,3,0.03457179470834407,0.9859682131897319,14.691181486303156
ffn_intermediate,rot_lm,4,0.007656982179138471,0.9971282157030973,21.3679181879217
ffn_intermediate,rot_mxfp4,4,0.012248359514739026,0.9953138882463629,19.203037001869895
k_proj_out,mxfp4,4,0.02394692510874434,0.9881286187605425,16.27958804910833
k_proj_out,rot_lm,3,0.030715418386865746,0.9846050495451147,15.128419312563809
k_proj_out,rot_lm,4,0.008573125582188368,0.9957086850296367,20.6692891554399
k_proj_out,rot_mxfp4,4,0.01311050545932217,0.9934425110166724,18.82512786171653
q_proj_out,mxfp4,4,0.024645679926669054,0.9878161928870461,16.133993452245537
q_proj_out,rot_lm,3,0.03049101976847107,0.9848593961108815,15.159029787236994
q_proj_out,rot_lm,4,0.008512788113545288,0.995869674465873,20.6997803774747
q_proj_out,rot_mxfp4,4,0.01285945958542553,0.9939987036314878,18.90917093103582
v_proj_out,mxfp4,4,0.015572572338648817,0.9921986162662506,18.11288408799605
v_proj_out,rot_lm,3,0.032096832651983605,0.983842218464071,14.93752453543923
v_proj_out,rot_lm,4,0.008867598689076576,0.9955553954297846,20.52324286374179
v_proj_out,rot_mxfp4,4,0.013466374313628132,0.9932579479434274,18.708669662475586
