site,method,bits,relative_mse,cosine,sqnr_db
attn_input,direct_absmax,2,0.4383044026114724,0.7563676834106445,4.100439125841314
attn_input,direct_absmax,3,0.20746781617741694,0.8963539112697948,7.3885933269153945
attn_input,direct_absmax,4,0.06808112591335719,0.9671020805835724,12.07777214050293
attn_input,mxfp4,4,0.02605531034483151,0.9871657030148939,15.91300088709051
attn_input,rot_absmax,2,0.5032011954621836,0.8001870323311199,3.191579818725586
attn_input,rot_absmax,3,0.056769570081748745,0.9730653031305834,12.61970836466009
attn_input,rot_absmax,4,0.010382758718068626,0.9949990754777734,20.024129607460715
attn_input,rot_lm,2,0.11065028607845306,0.9454545839266344,9.601075280796397
attn_input,rot_lm,3,0.032012456096708775,0.9840594638477672,14.95574968511408
attn_input,rot_lm,4,0.008596193320541219,0.9958425191315737,20.661138274452902
ffn_input,direct_absmax,2,0.6420992314815521,0.6738730696114626,1.9288158091631802
ffn_input,direct_absmax,3,0.12499403987418521,0.9419652467424219,9.131165916269476
ffn_input,direct_absmax,4,0.024652006951245396,0.9879189567132429,16.291201721538197
ffn_input,mxfp4,4,0.01575447271832011,0.9921427992257205,18.05105616829612
ffn_input,rot_absmax,2,0.5834845331582156,0.7450983415950428,2.340033932165666
ffn_input,rot_absmax,3,0.07357474077831615,0.9653018523346294,11.334930289875377
ffn_input,rot_absmax,4,0.013504290318285877,0.993367154489864,18.697549039667305
ffn_input,rot_lm,2,0.11506933549588377,0.9407679601149126,9.39080775867809
ffn_input,rot_lm,3,0.03369295224547386,0.9830578159202229,14.724898555062033
ffn_input,rot_lm,4,0.009258413052355701,0.9954072778875177,20.334861148487438
ffn_intermediate,direct_absmax,2,0.41708844927647576,0.7765551263635809,4.959074378013611
ffn_intermediate,direct_absmax,3,0.14627275696892122,0.9290186518972571,9.526937094601719
ffn_intermediate,direct_absmax,4,0.04427865459001623,0.9787291423840956,14.722873601046475
ffn_intermediate,mxfp4,4,0.02299892648377202,0.990630260922692,16.42979552529075
ffn_intermediate,rot_absmax,2,0.4708643501878462,0.8130819391120564,4.411112341013822
ffn_intermediate,rot_absmax,3,0.053695035489826376,0.975156697359952,13.833861914548008
ffn_intermediate,rot_absmax,4,0.009835984363069821,0.9959877675229852,21.197958859530363
ffn_intermediate,rot_lm,2,0.1257069395347075,0.9487874724648215,9.163976799358021
ffn_intermediate,rot_lm,3,0.034426936879754066,0.9860066229646857,14.704425898465244
ffn_intermediate,rot_lm,4,0.008090337950058958,0.9969096834009344,21.138639189980246
k_proj_out,direct_absmax,2,0.606920144774697,0.6521141312339089,2.176370869983326
k_proj_out,direct_absmax,3,0.20622040771625258,0.9048256765712391,6.975393251939253
k_proj_out,direct_absmax,4,0.04461136003109542,0.978438984264027,13.675900025801225
k_proj_out,mxfp4,4,0.02394692510874434,0.9881286187605425,16.27958804910833
k_proj_out,rot_absmax,2,0.573484101078727,0.7531695718115027,2.4201352921399204
k_proj_out,rot_absmax,3,0.07007610560818152,0.9668194895440881,11.558050979267467
k_proj_out,rot_absmax,4,0.012885822702876547,0.9936185723001306,18.912944967096504
k_proj_out,rot_lm,2,0.11263489655473015,0.9420280781659213,9.48614315553145
k_proj_out,rot_lm,3,0.03264364684847268,0.9835589744827964,14.866757869720459
k_proj_out,rot_lm,4,0.008962138936939564,0.9955099658532576,20.47865069996227
q_proj_out,direct_absmax,2,0.5302492176944559,0.7198399684645913,2.7630470991134644
q_proj_out,direct_absmax,3,0.178443658080968,0.9149734621698206,7.545653798363426
q_proj_out,direct_absmax,4,0.042270195077766075,0.979540079832077,13.847773985429244
q_proj_out,mxfp4,4,0.024645679926669054,0.9878161928870461,16.133993452245537
q_proj_out,rot_absmax,2,0.5481806018135764,0.75733221931891,2.61547635902058
q_proj_out,rot_absmax,3,0.09049897132949396,0.9574937414039265,10.450339967554266
q_proj_out,rot_absmax,4,0.017111928413876078,0.9916853687979958,17.68940362063321
q_proj_out,rot_lm,2,0.1443846696479754,0.9262354834513231,8.413087064569647
q_proj_out,rot_lm,3,0.04247807491232048,0.9789380295710131,13.73883511803367
q_proj_out,rot_lm,4,0.011620471804318104,0.9943368434906006,19.388761693781074
v_proj_out,direct_absmax,2,0.6240005235780369,0.6895834370092913,2.0580326372926887
v_proj_out,direct_absmax,3,0.1166233051229607,0.9457034414464777,9.384441245685924
v_proj_out,direct_absmax,4,0.023327221247282894,0.9885279156944968,16.49040035767989
v_proj_out,mxfp4,4,0.015572572338648817,0.9921986162662506,18.11288408799605
v_proj_out,rot_absmax,2,0.5811727426268838,0.7464788068424572,2.3580658435821533
v_proj_out,rot_absmax,3,0.07323580065911467,0.9653773416172374,11.35627118023959
v_proj_out,rot_absmax,4,0.01346381525085731,0.9933360571211035,18.71132755279541
v_proj_out,rot_lm,2,0.11470738222653215,0.9409148638898676,9.404932108792392
v_proj_out,rot_lm,3,0.0336369127035141,0.9830373119224202,14.732399593700062
v_proj_out,rot_lm,4,0.009251534642482346,0.9953598027879541,20.33864862268621
